CREDIT_CARD_EXCEED_MONTHS,EMPLOYMENT_TYPE,LOAN_AMOUNT,LOAN_TENURE_YEAR,MORE_THAN_ONE_PRODUCTS,CREDIT_CARD_TYPES,NUMBER_OF_DEPENDENTS,YEARS_TO_FINANCIAL_FREEDOM,NUMBER_OF_CREDIT_CARD_FACILITY,NUMBER_OF_PROPERTIES,NUMBER_OF_BANK_PRODUCTS,NUMBER_OF_LOAN_TO_APPROVE,PROPERTY_TYPE,YEARS_FOR_PROPERTY_TO_COMPLETION,STATE,NUMBER_OF_SIDE_INCOME,MONTHLY_SALARY,TOTAL_SUM_OF_LOAN,TOTAL_INCOME_FOR_JOIN_APPLICATION,DECISION,SCORE
5,Fresh Graduate,404708,12,Yes,Normal,6,19,2,2,4,2,Terrace,10,Negeri Sembilan,2,7560,469573,10384,Accept,8
5,Fresh Graduate,536163,23,No,Not Specified,6,19,5,2,4,1,Terrace,10,Negeri Sembilan,3,9448,1335415,16917,Accept,8
5,Fresh Graduate,161167,17,Yes,Not Specified,6,19,4,2,3,3,Terrace,10,Negeri Sembilan,3,9743,449707,15687,Accept,8
5,Fresh Graduate,308993,15,No,Gold,6,19,5,2,4,2,Terrace,10,Negeri Sembilan,3,8710,1010822,15309,Accept,7
5,Fresh Graduate,716090,20,Yes,Not Specified,6,19,5,2,4,3,Terrace,10,Negeri Sembilan,1,7093,758699,13373,Accept,9
5,Fresh Graduate,421516,13,No,Normal,6,19,5,3,4,2,Terrace,10,Negeri Sembilan,1,5109,1314643,11733,Accept,6
5,Fresh Graduate,599579,20,Yes,Normal,6,14,5,2,4,3,Terrace,10,Negeri Sembilan,1,6641,991514,15912,Reject,6
5,Fresh Graduate,570096,14,No,Normal,6,14,4,2,4,2,Terrace,10,Negeri Sembilan,1,11648,1044312,16522,Accept,6
5,Fresh Graduate,108198,18,Yes,Normal,6,19,5,2,4,2,Terrace,10,Negeri Sembilan,2,9302,1110417,12734,Accept,7
5,Fresh Graduate,363411,21,No,Normal,6,19,4,2,4,2,Terrace,10,Negeri Sembilan,3,9656,734627,12170,Accept,8
5,Fresh Graduate,721169,20,Yes,Normal,6,19,5,2,4,2,Terrace,10,Negeri Sembilan,1,5310,849492,13360,Accept,6
5,Fresh Graduate,686852,20,No,Normal,6,19,3,2,2,1,Terrace,10,Negeri Sembilan,3,7806,905244,10208,Accept,9
5,Fresh Graduate,383883,23,Yes,Gold,6,11,5,2,4,1,Terrace,10,Negeri Sembilan,2,10795,1011030,19247,Reject,7
5,Fresh Graduate,710414,19,No,Normal,6,12,5,2,2,2,Not Specified,10,Negeri Sembilan,1,8468,429678,15042,Accept,9
5,Fresh Graduate,559115,15,Yes,Gold,6,19,3,2,2,3,Terrace,10,Negeri Sembilan,3,4438,1428997,18879,Accept,7
5,Fresh Graduate,363415,20,No,Normal,6,19,5,2,2,3,Terrace,10,Negeri Sembilan,1,12526,843425,17384,Accept,8
5,Fresh Graduate,435564,16,Yes,Normal,6,19,5,2,2,3,Terrace,10,Negeri Sembilan,1,7282,1049147,9537,Accept,6
5,Fresh Graduate,603130,19,No,Gold,6,19,5,2,4,1,Terrace,10,Negeri Sembilan,1,11408,535965,12946,Reject,6
5,Fresh Graduate,381415,22,Yes,Normal,6,19,5,2,4,2,Terrace,10,Negeri Sembilan,3,9044,1320898,15655,Accept,7
5,Fresh Graduate,418995,10,No,Gold,6,15,5,2,4,1,Terrace,10,Negeri Sembilan,2,8170,913324,16149,Accept,7
5,Fresh Graduate,411718,18,Yes,Normal,6,19,5,2,2,1,Terrace,10,Negeri Sembilan,3,9363,1361893,19814,Reject,7
5,Fresh Graduate,398559,18,No,Normal,6,19,5,2,4,2,Terrace,10,Negeri Sembilan,2,10863,807849,18781,Reject,7
5,Fresh Graduate,166051,18,Yes,Normal,6,19,3,2,4,1,Not Specified,10,Negeri Sembilan,3,12561,801445,10840,Reject,6
5,Fresh Graduate,247708,15,No,Platinum,6,19,5,2,4,1,Terrace,10,Negeri Sembilan,1,7501,1344087,18239,Accept,8
5,Fresh Graduate,407972,24,Yes,Normal,6,16,4,2,4,1,Terrace,10,Negeri Sembilan,1,6947,1204044,16124,Accept,8
5,Fresh Graduate,534836,21,No,Normal,6,9,4,2,4,3,Not Specified,10,Negeri Sembilan,1,10297,1320706,10925,Reject,8
5,Fresh Graduate,691805,21,Yes,Platinum,6,19,5,2,4,3,Terrace,10,Negeri Sembilan,3,8637,1274988,14922,Accept,9
5,Fresh Graduate,545974,11,No,Gold,6,19,5,2,2,3,Terrace,10,Negeri Sembilan,2,6008,862358,13025,Accept,9
5,Fresh Graduate,442074,23,Yes,Gold,6,11,3,2,1,2,Terrace,10,Negeri Sembilan,2,12078,1095885,12181,Accept,9
5,Fresh Graduate,330320,20,No,Platinum,6,19,5,2,4,1,Terrace,10,Negeri Sembilan,1,3746,816003,18969,Accept,8
5,Fresh Graduate,148051,18,Yes,Gold,6,19,5,2,4,3,Terrace,10,Negeri Sembilan,1,6112,862236,19575,Accept,6
5,Fresh Graduate,403718,12,No,Normal,6,19,5,2,4,1,Terrace,10,Negeri Sembilan,2,8648,465076,11370,Accept,9
5,Fresh Graduate,458732,21,Yes,Gold,6,19,5,2,4,2,Terrace,10,Negeri Sembilan,1,7355,523248,17939,Reject,8
5,Fresh Graduate,380989,12,No,Platinum,6,19,3,2,4,1,Terrace,10,Negeri Sembilan,3,4005,781768,18082,Accept,8
5,Fresh Graduate,274777,20,Yes,Not Specified,6,14,5,2,4,1,Terrace,10,Negeri Sembilan,2,8732,919532,19747,Accept,8
5,Fresh Graduate,381415,15,No,Normal,6,19,5,2,4,3,Terrace,10,Negeri Sembilan,1,8710,1181659,14120,Accept,9
5,Fresh Graduate,355102,12,Yes,Platinum,6,19,3,2,4,3,Terrace,10,Negeri Sembilan,3,9860,969909,10374,Accept,9
5,Fresh Graduate,717087,15,No,Normal,6,19,3,2,4,2,Terrace,10,Negeri Sembilan,3,8088,1348953,12124,Accept,9
5,Fresh Graduate,796753,17,Yes,Gold,6,15,5,2,2,2,Terrace,10,Negeri Sembilan,2,8478,985968,12384,Accept,6
5,Fresh Graduate,568218,23,No,Gold,6,19,5,2,4,3,Not Specified,10,Negeri Sembilan,2,6416,1227607,18770,Reject,9
5,Fresh Graduate,530875,13,Yes,Normal,6,19,5,2,4,1,Terrace,10,Negeri Sembilan,2,3672,423118,16919,Reject,9
5,Fresh Graduate,371203,14,No,Normal,6,19,5,2,4,2,Terrace,10,Negeri Sembilan,3,9901,755485,17929,Accept,9
5,Fresh Graduate,773450,17,Yes,Normal,6,19,5,2,4,2,Terrace,10,Negeri Sembilan,3,10007,1018954,10787,Accept,9
5,Fresh Graduate,463641,24,No,Normal,6,15,5,2,2,1,Terrace,10,Negeri Sembilan,1,5320,1138181,17716,Reject,8
5,Fresh Graduate,557301,20,Yes,Normal,6,15,4,2,2,3,Terrace,10,Negeri Sembilan,3,7600,1203974,16414,Accept,8
5,Fresh Graduate,189047,11,No,Normal,6,19,5,2,4,3,Terrace,10,Negeri Sembilan,2,5829,1283399,12396,Accept,9
5,Fresh Graduate,294397,22,Yes,Normal,6,19,4,2,1,2,Terrace,10,Negeri Sembilan,2,6067,778833,12051,Accept,9
5,Fresh Graduate,384163,11,No,Gold,6,19,5,3,4,2,Terrace,10,Negeri Sembilan,1,6492,629335,12213,Reject,8
5,Fresh Graduate,453067,14,Yes,Normal,6,19,5,2,4,1,Terrace,10,Negeri Sembilan,1,9973,900113,15194,Accept,7
5,Fresh Graduate,456404,14,No,Gold,6,19,5,2,1,1,Terrace,10,Negeri Sembilan,1,8342,523732,7609,Accept,8
5,Fresh Graduate,556806,24,Yes,Normal,6,19,5,2,3,2,Terrace,10,Negeri Sembilan,1,8075,446613,13200,Accept,7
5,Fresh Graduate,381842,15,No,Platinum,6,19,5,2,4,3,Terrace,10,Negeri Sembilan,1,8837,753999,9073,Accept,8
5,Fresh Graduate,623434,19,Yes,Normal,6,19,5,2,4,3,Terrace,10,Negeri Sembilan,3,10767,462165,12547,Accept,7
5,Fresh Graduate,102930,11,No,Normal,6,19,5,2,4,1,Terrace,10,Negeri Sembilan,1,10133,628838,13988,Accept,9
5,Fresh Graduate,292538,20,Yes,Gold,6,19,5,2,4,3,Terrace,10,Negeri Sembilan,3,9480,930501,12555,Accept,7
5,Fresh Graduate,234307,12,No,Gold,6,7,4,2,1,3,Terrace,10,Negeri Sembilan,2,7555,1026037,8144,Accept,6
5,Fresh Graduate,701734,22,Yes,Normal,6,19,3,2,4,3,Terrace,10,Negeri Sembilan,3,7425,1081433,17512,Reject,7
5,Fresh Graduate,348196,21,No,Gold,6,19,5,2,2,1,Not Specified,10,Negeri Sembilan,1,10060,1151500,9187,Accept,6
5,Fresh Graduate,724489,19,Yes,Gold,6,19,5,2,4,1,Terrace,10,Negeri Sembilan,2,9901,421997,12752,Accept,6
5,Fresh Graduate,777450,18,No,Normal,6,13,3,2,4,1,Terrace,10,Negeri Sembilan,2,8261,935749,13572,Reject,7
5,Fresh Graduate,236686,22,Yes,Normal,6,19,5,2,4,3,Not Specified,10,Negeri Sembilan,1,3824,850154,8536,Accept,9
5,Fresh Graduate,123998,24,No,Normal,6,19,4,2,4,2,Terrace,10,Negeri Sembilan,3,8586,489201,10347,Accept,7
5,Fresh Graduate,564449,22,Yes,Normal,6,19,3,2,4,1,Not Specified,10,Negeri Sembilan,2,7806,762381,16933,Reject,9
5,Fresh Graduate,147091,21,No,Normal,6,17,5,2,4,3,Terrace,10,Negeri Sembilan,2,8578,728468,14167,Accept,7
5,Fresh Graduate,192185,22,Yes,Normal,6,15,5,2,4,2,Terrace,10,Negeri Sembilan,1,8596,445421,13000,Accept,7
5,Fresh Graduate,452089,14,No,Gold,6,19,5,2,4,3,Terrace,10,Negeri Sembilan,3,10588,935389,12673,Reject,7
5,Fresh Graduate,148232,10,Yes,Gold,6,14,5,2,4,2,Terrace,10,Negeri Sembilan,2,7527,937368,9021,Accept,9
5,Fresh Graduate,690811,17,No,Gold,6,13,3,2,4,1,Terrace,10,Negeri Sembilan,2,7252,654749,12998,Accept,6
5,Fresh Graduate,584859,11,Yes,Normal,6,19,3,2,2,1,Terrace,10,Negeri Sembilan,1,5096,1446612,9832,Accept,9
5,Fresh Graduate,485602,21,No,Normal,6,19,5,2,4,1,Terrace,10,Negeri Sembilan,3,11544,633199,18432,Accept,7
5,Fresh Graduate,383243,20,Yes,Platinum,6,16,5,2,4,2,Terrace,10,Negeri Sembilan,1,6231,1030387,11517,Accept,9
5,Fresh Graduate,382688,10,No,Gold,6,19,3,2,4,2,Terrace,10,Negeri Sembilan,1,7188,1372601,14732,Accept,7
5,Fresh Graduate,460499,20,Yes,Gold,6,15,5,2,2,1,Terrace,10,Negeri Sembilan,1,6920,765807,10260,Accept,8
5,Fresh Graduate,554317,12,No,Normal,6,19,5,2,4,1,Terrace,10,Negeri Sembilan,1,7108,626260,18294,Accept,7
5,Fresh Graduate,769546,12,Yes,Normal,6,19,5,2,4,3,Terrace,10,Negeri Sembilan,2,6346,426976,8450,Accept,7
5,Fresh Graduate,266135,11,No,Normal,6,19,5,2,4,3,Terrace,10,Negeri Sembilan,2,7586,581160,11037,Accept,6
5,Fresh Graduate,401643,21,Yes,Normal,6,19,5,2,4,3,Terrace,10,Negeri Sembilan,1,9363,770693,16950,Reject,7
5,Fresh Graduate,465188,14,No,Platinum,6,15,3,2,4,2,Terrace,10,Negeri Sembilan,1,8235,742590,17411,Reject,6
5,Fresh Graduate,606920,18,Yes,Normal,6,19,5,2,4,1,Terrace,10,Negeri Sembilan,1,12147,1117309,12799,Accept,9
5,Fresh Graduate,536137,15,No,Normal,6,19,3,2,4,3,Terrace,10,Negeri Sembilan,2,8109,978529,12124,Accept,6
5,Fresh Graduate,285205,18,Yes,Gold,6,19,4,2,4,3,Terrace,10,Negeri Sembilan,1,6408,1238523,12689,Accept,9
5,Fresh Graduate,453561,22,No,Platinum,6,19,4,2,1,1,Terrace,10,Negeri Sembilan,1,7091,725578,12051,Accept,9
5,Fresh Graduate,228535,24,Yes,Normal,6,13,3,2,1,3,Terrace,10,Negeri Sembilan,3,8716,1384073,13488,Accept,7
5,Fresh Graduate,473380,20,No,Gold,6,19,5,2,4,2,Terrace,10,Negeri Sembilan,2,5200,1099256,19806,Reject,8
5,Fresh Graduate,263219,20,Yes,Normal,6,19,5,2,4,2,Terrace,10,Negeri Sembilan,1,5504,701420,13768,Reject,8
5,Fresh Graduate,458569,21,No,Gold,6,14,5,2,4,1,Terrace,10,Negeri Sembilan,2,6979,1294186,14781,Accept,9
5,Fresh Graduate,623618,16,Yes,Normal,6,10,5,2,1,1,Terrace,10,Negeri Sembilan,2,12198,1103409,10580,Reject,7
5,Fresh Graduate,691624,22,No,Normal,6,19,4,2,4,2,Terrace,10,Negeri Sembilan,3,11737,1181250,12946,Reject,6
5,Fresh Graduate,518115,12,Yes,Gold,6,19,3,2,2,3,Terrace,10,Negeri Sembilan,3,4867,1350172,12213,Accept,8
5,Fresh Graduate,340079,12,No,Normal,6,19,5,2,4,1,Terrace,10,Negeri Sembilan,1,7481,970731,9214,Accept,6
5,Fresh Graduate,488363,10,Yes,Not Specified,6,18,5,3,4,1,Terrace,10,Negeri Sembilan,2,7854,1337629,15372,Reject,6
5,Fresh Graduate,351490,24,No,Gold,6,19,5,2,4,1,Terrace,10,Negeri Sembilan,1,9269,1249453,14339,Accept,8
5,Fresh Graduate,505162,24,Yes,Normal,6,15,5,2,4,2,Not Specified,10,Negeri Sembilan,1,11368,1163213,10598,Accept,9
5,Fresh Graduate,439643,21,No,Platinum,6,19,5,2,2,3,Terrace,10,Negeri Sembilan,3,8660,1151717,17438,Accept,6
7,Fresh Graduate,578752,19,Yes,Normal,6,19,6,5,3,2,Condominium,10,Sarawak,3,8385,467818,12639,Accept,9
7,Fresh Graduate,768786,20,No,Normal,6,19,6,5,4,2,Condominium,10,Sarawak,1,7968,1123028,15816,Reject,6
7,Fresh Graduate,607537,13,Yes,Normal,6,19,3,5,4,1,Condominium,10,Sarawak,2,9498,1186354,13407,Accept,6
7,Fresh Graduate,498850,20,No,Normal,6,15,6,5,4,2,Condominium,10,Sarawak,1,10281,502313,9994,Accept,9
7,Fresh Graduate,284369,12,Yes,Gold,6,19,6,3,4,1,Condominium,10,Sarawak,2,6442,1116650,10578,Accept,6
7,Fresh Graduate,733761,20,No,Gold,6,15,6,5,2,2,Condominium,10,Sarawak,3,5028,966636,11727,Accept,8
7,Fresh Graduate,448111,18,Yes,Gold,6,15,6,5,2,2,Condominium,10,Sarawak,1,6336,643481,11580,Accept,6
7,Fresh Graduate,574998,22,No,Normal,6,19,6,2,4,1,Condominium,10,Sarawak,1,5157,1280253,19602,Accept,7
7,Fresh Graduate,217840,14,Yes,Normal,6,15,6,5,4,3,Condominium,10,Sarawak,1,9799,1340350,13048,Accept,7
7,Fresh Graduate,753710,14,No,Gold,6,19,6,2,4,3,Condominium,10,Sarawak,1,8902,1322984,15370,Reject,7
7,Fresh Graduate,728241,11,Yes,Gold,6,19,6,5,4,2,Condominium,10,Sarawak,2,11609,1136396,12213,Accept,6
7,Fresh Graduate,541858,14,No,Normal,6,19,6,2,4,3,Condominium,10,Sarawak,2,5597,1343709,15696,Accept,6
7,Fresh Graduate,268616,16,Yes,Normal,6,19,4,5,4,1,Condominium,10,Sarawak,2,5109,770739,12555,Accept,9
7,Fresh Graduate,573899,14,No,Not Specified,6,19,6,5,4,3,Condominium,10,Sarawak,1,6666,1376062,19352,Accept,7
7,Fresh Graduate,428659,14,Yes,Gold,6,19,3,5,4,2,Condominium,10,Sarawak,1,10692,969954,9213,Accept,8
7,Fresh Graduate,391251,15,No,Gold,6,15,3,5,2,3,Condominium,10,Sarawak,1,12286,1270179,18599,Accept,7
7,Fresh Graduate,406400,17,Yes,Gold,6,19,3,5,4,3,Condominium,10,Sarawak,1,5293,739749,18531,Accept,7
7,Fresh Graduate,558142,18,No,Normal,6,19,6,5,4,1,Condominium,10,Sarawak,2,6226,1380306,12799,Accept,8
7,Fresh Graduate,623434,20,Yes,Normal,6,19,6,2,4,2,Condominium,10,Sarawak,2,6926,1058859,18374,Accept,8
7,Fresh Graduate,410035,19,No,Normal,6,19,6,5,4,3,Condominium,10,Sarawak,1,10468,1316141,11573,Accept,9
7,Fresh Graduate,516331,22,Yes,Normal,6,19,6,5,1,1,Condominium,10,Sabah,1,3611,1155236,11321,Accept,9
7,Fresh Graduate,388825,13,No,Normal,6,12,6,5,4,1,Condominium,10,Sabah,1,5562,1003369,12989,Accept,9
7,Fresh Graduate,139096,20,Yes,Gold,6,15,6,5,4,3,Not Specified,10,Sabah,1,3649,553642,12636,Reject,7
7,Fresh Graduate,759439,20,No,Normal,6,15,6,3,4,3,Condominium,10,Sabah,3,3585,1019943,15139,Reject,7
7,Fresh Graduate,738805,20,Yes,Normal,6,19,6,5,1,1,Condominium,10,Sabah,1,9366,1142894,11068,Accept,6
7,Fresh Graduate,300161,20,No,Normal,6,15,6,5,4,2,Condominium,10,Sabah,3,10010,1191156,7598,Accept,8
7,Fresh Graduate,340703,20,Yes,Normal,6,19,6,5,4,1,Condominium,10,Sabah,1,10678,876620,17602,Accept,7
7,Fresh Graduate,481175,20,No,Normal,6,15,6,5,4,3,Condominium,10,Sabah,1,4503,867794,19883,Accept,8
7,Fresh Graduate,471003,19,Yes,Gold,6,15,6,2,4,3,Condominium,10,Sabah,1,9508,569021,19712,Accept,7
7,Fresh Graduate,351965,18,No,Normal,6,19,6,5,4,1,Condominium,10,Sabah,3,5215,989891,10670,Reject,9
7,Fresh Graduate,351533,24,Yes,Not Specified,6,8,6,5,1,3,Condominium,10,Sabah,3,8226,438805,13627,Accept,9
7,Fresh Graduate,409440,14,No,Normal,6,19,6,2,1,2,Condominium,10,Sabah,1,8626,606667,15712,Accept,8
7,Fresh Graduate,737666,16,Yes,Gold,6,19,3,3,1,2,Condominium,10,Sabah,1,3619,1295323,11229,Accept,6
7,Fresh Graduate,101667,16,No,Platinum,6,19,3,2,4,2,Condominium,10,Sabah,2,10288,506433,7797,Accept,9
7,Fresh Graduate,721707,15,Yes,Normal,6,19,6,2,4,1,Condominium,10,Sabah,3,11087,1367722,12218,Reject,7
7,Fresh Graduate,284312,15,No,Normal,6,19,6,2,4,3,Condominium,10,Sabah,1,11977,688883,12831,Accept,8
7,Fresh Graduate,201156,10,Yes,Gold,6,19,3,2,4,2,Condominium,10,Sabah,3,4486,1037460,17220,Accept,9
7,Fresh Graduate,160790,15,No,Not Specified,6,19,6,2,4,1,Condominium,10,Sabah,1,8971,970760,15344,Accept,9
7,Fresh Graduate,479484,18,Yes,Normal,6,17,6,5,2,3,Condominium,10,Sabah,2,10191,682804,16561,Accept,6
7,Fresh Graduate,125399,19,No,Normal,6,19,6,5,4,3,Condominium,10,Sabah,3,12010,1035208,18315,Reject,6
7,Fresh Graduate,225481,18,Yes,Gold,6,15,4,5,4,3,Condominium,10,Sarawak,2,4167,1092550,13316,Accept,6
7,Fresh Graduate,699872,13,No,Normal,6,19,6,5,2,2,Condominium,10,Sarawak,2,5869,1183955,13084,Accept,9
7,Fresh Graduate,525246,18,Yes,Platinum,6,19,6,5,4,2,Condominium,10,Sarawak,3,8497,929346,10432,Accept,8
7,Fresh Graduate,771554,12,No,Platinum,6,19,6,3,2,1,Condominium,10,Sarawak,3,9566,548085,12213,Reject,7
7,Fresh Graduate,514818,19,Yes,Normal,6,19,3,5,4,1,Condominium,10,Sarawak,2,10629,903341,9849,Accept,9
7,Fresh Graduate,582544,16,No,Gold,6,15,6,5,4,3,Not Specified,10,Sarawak,1,8122,746439,11220,Reject,6
7,Fresh Graduate,442063,12,Yes,Gold,6,19,6,5,1,2,Condominium,10,Sarawak,1,9997,808201,12213,Accept,8
7,Fresh Graduate,673349,19,No,Platinum,6,19,4,5,2,3,Condominium,10,Sarawak,2,4697,770828,18882,Accept,9
7,Fresh Graduate,470315,12,Yes,Normal,6,19,3,3,2,1,Condominium,10,Sarawak,2,5318,872787,12213,Accept,8
7,Fresh Graduate,625964,20,No,Normal,6,15,6,2,1,3,Not Specified,10,Sarawak,1,9676,587313,12153,Reject,6
7,Fresh Graduate,623434,20,Yes,Platinum,6,19,6,2,4,2,Condominium,10,Sarawak,1,11520,1192369,16018,Accept,6
7,Fresh Graduate,203642,16,No,Normal,6,19,6,5,4,1,Condominium,10,Sarawak,2,12431,1370286,12555,Reject,9
7,Fresh Graduate,757564,20,Yes,Normal,6,15,6,5,4,1,Condominium,10,Sarawak,1,8350,1065858,11005,Accept,6
7,Fresh Graduate,256395,20,No,Gold,6,19,6,2,2,3,Condominium,10,Sarawak,1,9972,1318379,13302,Accept,6
7,Fresh Graduate,101673,20,Yes,Normal,6,19,6,5,2,1,Condominium,10,Sarawak,2,8561,1305334,18589,Accept,7
7,Fresh Graduate,373000,15,No,Platinum,6,19,6,2,4,1,Condominium,10,Sarawak,3,9957,548893,15515,Accept,7
7,Fresh Graduate,369403,13,Yes,Normal,6,19,6,5,1,2,Condominium,10,Sarawak,2,8282,1075948,11357,Reject,6
7,Fresh Graduate,249722,11,No,Normal,6,19,3,5,4,1,Condominium,10,Sarawak,2,11583,900209,12213,Reject,8
7,Fresh Graduate,539447,23,Yes,Normal,6,19,4,5,4,1,Condominium,10,Sarawak,1,3765,1341072,12767,Accept,8
7,Fresh Graduate,579646,10,No,Normal,6,13,2,5,4,1,Condominium,10,Sarawak,2,12510,1002611,13201,Reject,8
7,Fresh Graduate,124485,23,Yes,Normal,6,19,6,5,1,3,Condominium,10,Terengganu,3,10110,964199,13200,Reject,6
7,Fresh Graduate,313673,19,No,Normal,6,19,3,5,2,1,Condominium,10,Terengganu,1,7666,813007,8706,Accept,6
7,Fresh Graduate,612540,13,Yes,Normal,6,19,6,2,1,1,Condominium,10,Terengganu,1,10339,1161759,12614,Accept,9
7,Fresh Graduate,364328,20,No,Not Specified,6,15,6,5,2,3,Condominium,10,Terengganu,1,4784,1274858,10804,Accept,9
7,Fresh Graduate,751023,13,Yes,Gold,6,19,6,5,2,3,Not Specified,10,Terengganu,2,12119,845520,10383,Accept,9
7,Fresh Graduate,517748,16,No,Gold,6,19,6,2,2,3,Not Specified,10,Terengganu,3,4011,825776,10386,Accept,8
7,Fresh Graduate,433898,21,Yes,Platinum,6,19,6,2,4,3,Not Specified,10,Terengganu,1,9856,1031954,13853,Accept,8
7,Fresh Graduate,451344,12,No,Gold,6,15,2,5,4,3,Condominium,10,Terengganu,1,8908,583595,8001,Reject,6
7,Fresh Graduate,660784,13,Yes,Normal,6,14,6,5,1,2,Condominium,10,Terengganu,3,8223,630096,14073,Accept,8
7,Fresh Graduate,373257,24,No,Gold,6,19,6,5,4,1,Not Specified,10,Terengganu,2,7434,620132,8966,Accept,7
7,Fresh Graduate,516331,23,Yes,Normal,6,19,4,5,4,1,Condominium,10,Terengganu,1,6197,725214,12790,Reject,9
7,Fresh Graduate,218927,13,No,Normal,6,19,5,3,4,3,Condominium,10,Terengganu,2,8783,1086434,12240,Accept,6
7,Fresh Graduate,548428,17,Yes,Normal,6,16,6,5,1,3,Condominium,10,Terengganu,2,4706,791402,12799,Accept,9
7,Fresh Graduate,507073,13,No,Normal,6,19,6,5,4,3,Condominium,10,Terengganu,2,6373,549930,11163,Reject,9
7,Fresh Graduate,440715,24,Yes,Normal,6,19,6,2,4,1,Condominium,10,Terengganu,1,3828,972876,15497,Accept,6
7,Fresh Graduate,118923,13,No,Normal,6,19,6,5,2,1,Condominium,10,Terengganu,2,8431,490989,16458,Accept,8
7,Fresh Graduate,142721,12,Yes,Normal,6,19,6,2,4,3,Condominium,10,Terengganu,1,4493,1060864,14975,Accept,9
7,Fresh Graduate,756867,23,No,Normal,6,15,6,5,2,1,Condominium,10,Terengganu,1,4653,1427133,10962,Reject,7
7,Fresh Graduate,526524,20,Yes,Gold,6,19,4,2,4,3,Condominium,10,Terengganu,3,6266,618817,18384,Accept,7
7,Fresh Graduate,796686,10,No,Normal,6,15,6,2,4,2,Condominium,10,Terengganu,1,5164,1006140,15560,Accept,8
7,Fresh Graduate,606221,18,Yes,Gold,6,19,6,2,4,1,Condominium,10,Kedah,1,4814,1092161,11894,Reject,6
7,Fresh Graduate,262833,13,No,Gold,6,19,6,5,4,2,Condominium,10,Kedah,1,7211,926353,15574,Accept,9
7,Fresh Graduate,515397,21,Yes,Normal,6,13,6,5,1,1,Condominium,10,Kedah,1,8297,708427,14781,Accept,6
7,Fresh Graduate,466506,17,No,Normal,6,19,6,5,1,1,Not Specified,10,Kedah,2,3720,1048103,11904,Accept,6
7,Fresh Graduate,601256,16,Yes,Platinum,6,19,6,5,4,3,Not Specified,10,Kedah,2,7173,578813,10574,Accept,8
7,Fresh Graduate,593106,17,No,Gold,6,19,6,5,2,3,Condominium,10,Kedah,1,11502,1412526,16275,Accept,8
7,Fresh Graduate,428954,10,Yes,Normal,6,19,6,2,4,2,Condominium,10,Kedah,1,4083,611698,14000,Reject,6
7,Fresh Graduate,309550,24,No,Normal,6,19,3,5,4,1,Not Specified,10,Kedah,1,5213,1358855,15275,Accept,7
7,Fresh Graduate,377799,18,Yes,Gold,6,13,6,2,4,2,Condominium,10,Kedah,3,9820,1397560,8018,Accept,9
7,Fresh Graduate,731015,10,No,Gold,6,19,6,5,4,3,Condominium,10,Kedah,2,11135,1215206,16248,Accept,8
7,Fresh Graduate,176253,10,Yes,Gold,6,19,3,3,4,1,Condominium,10,Kedah,2,9932,771839,12213,Accept,8
7,Fresh Graduate,587078,20,No,Normal,6,19,6,2,4,1,Condominium,10,Kedah,1,6899,541331,13217,Reject,7
7,Fresh Graduate,144859,16,Yes,Gold,6,19,3,5,2,2,Condominium,10,Kedah,1,7703,1031800,17441,Accept,6
7,Fresh Graduate,535214,23,No,Gold,6,19,6,5,2,2,Condominium,10,Kedah,2,8752,1053941,17102,Reject,7
7,Fresh Graduate,422331,23,Yes,Normal,6,8,6,5,4,1,Condominium,10,Kedah,3,5702,876935,9749,Reject,7
7,Fresh Graduate,582574,11,No,Gold,6,19,6,5,1,1,Condominium,10,Kedah,1,6733,636933,13933,Accept,9
7,Fresh Graduate,478593,24,Yes,Normal,6,19,4,5,2,3,Condominium,10,Kedah,3,10560,718453,16830,Accept,7
7,Fresh Graduate,468686,17,No,Normal,6,19,4,2,3,3,Condominium,10,Kedah,3,8841,998304,14361,Accept,8
7,Fresh Graduate,668457,10,Yes,Normal,6,12,6,5,4,1,Condominium,10,Kedah,2,11131,778633,13042,Accept,7
7,Fresh Graduate,456246,11,No,Gold,6,19,6,2,4,2,Condominium,10,Kedah,3,7381,1171283,11214,Accept,9
5,Employee,152802,20,Yes,Normal,2,13,4,2,1,1,Flat,10,Kuala Lumpur,1,10578,438998,12287,Reject,7
5,Employee,152733,14,No,Normal,2,13,4,2,1,1,Not Specified,13,Kuala Lumpur,2,4982,540495,12772,Accept,7
5,Employee,361444,14,Yes,Normal,2,13,4,2,1,2,Flat,13,Kuala Lumpur,1,10043,951370,15114,Accept,8
5,Employee,173051,12,No,Normal,2,13,4,2,1,3,Flat,13,Kuala Lumpur,1,6696,755062,18830,Accept,8
5,Employee,325794,21,Yes,Gold,2,8,4,2,1,3,Flat,13,Kuala Lumpur,3,5210,493203,16701,Accept,9
5,Employee,783076,23,No,Gold,2,15,4,2,2,1,Flat,13,Kuala Lumpur,1,5406,531214,7882,Accept,6
5,Employee,754301,24,Yes,Gold,2,13,4,2,2,3,Flat,13,Kuala Lumpur,1,9094,786873,17582,Accept,7
5,Employee,383883,23,No,Normal,2,13,4,2,1,1,Flat,13,Kuala Lumpur,1,4609,1194434,17246,Accept,8
